mention,wp_title,cosine
Vernon Coleman,Lil Durk,0.8518225
Vernon Coleman,21 Savage,0.8569128
Vernon Coleman,Juice Wrld,0.85715055
Vernon Coleman,Tyga,0.882204
Vernon Coleman,6ix9ine,0.8628427
Vernon Coleman,Vernon Reid,0.9501635
Vernon Coleman,Offset (rapper),0.76759195
Vernon Coleman,Anna Coleman Ladd,0.85011435
Vernon Coleman,Lil Pump,0.8911643
Viktor Orban,Viktor Orbán,1.0
Viktor Orban,Giorgia Meloni,0.8807579
Viktor Orban,Péter Márki-Zay,0.82463944
Vinay,Valdo Vinay,0.94833744
Vinay,Gustavo Vinay,0.96535844
Vinay,Tullio Vinay,0.9479078
Vinay,Angela Vinay,0.9433931
Vinay,Ramón Vinay,0.9622005
Vinay,Vinay Pathak,0.93537503
Vinay,Cornelio Vinay,0.9547651
Vittorio Sgarbi,Vittorio Sgarbi,0.99999994
Vittorio Sgarbi,Elisabetta Sgarbi,0.96695465
Vittorio Sgarbi,Giuseppe Sgarbi,0.9760422
Vittorio Sgarbi,Elenoire Casalegno,0.8885993
Vittorio Sgarbi,Piero Ricca,0.88304484
Vittorio Sgarbi,Vittoria Risi,0.83237505
Viviamo,Federico Rampini,0.8693315
Viviamo,A. J. Cronin,0.7796711
Viviamo,Piera Degli Esposti,0.753837
Vladimir Putin,Vladimir Putin,1.0
Vladimir Putin,Ljudmila Putina,0.8323716
Vladimir Putin,Dmitrij Medvedev,0.85693276
Vladimir Putin,Volodymyr Zelens'kyj,0.8022555
Vladimir Putin,Evgenij Prigožin,0.77672184
Vladimir Putin,Matteo Salvini,0.8959197
Vladimir Zelensky,Volodymyr Zelens'kyj,0.88737595
Vladimir Zelensky,Mikheil Saak'ashvili,0.84962475
Vladimir Zelensky,Ursula von der Leyen,0.8622353
Vladimir Zelensky,Vladimir Škljarov,0.9141668
Von  Braun,Wernher von Braun,0.8741212
Von  Braun,Elon Musk,0.8196335
Von  Braun,Eva Braun,0.94387186
Von  Braun,Georg von Braun,0.9436122
Von Braun,Wernher von Braun,0.8741212
Von Braun,Elon Musk,0.8196335
Von Braun,Eva Braun,0.94387186
Von Braun,Georg von Braun,0.9436122
Walter Ricciardi,Walter Ricciardi,0.99999994
Walter Ricciardi,Silvio Brusaferro,0.854038
Walter Ricciardi,Roberto Speranza,0.89636153
Walter Ricciardi,Daniel Ricciardo,0.8806629
Walter Ricciardi,Mario Merola,0.8832836
Wang Yi,Wang Yi,0.99999964
Warburg,Otto Heinrich Warburg,0.93731225
Warburg Bank,Olaf Scholz,0.8476255
Whitewater,Hillary Clinton,0.86788964
Whitewater,Franklin Hiram King,0.8434298
Whuan,Wallace Fortuna Dos Santos,0.77035755
Whuan,Fang Fang,0.77928567
Whuan,Zhang Zhan,0.85168236
William Burns,William Joseph Burns,0.9684388
William Burns,William Burns,1.0000001
William Burns,Robert Burns,0.9523759
William Burns,William Haydon Burns,0.9463266
William Burns,William Shakespeare,0.9253354
William Burns,Vitalij Klyčko,0.8059099
William Safire,Bill Clinton,0.8337396
Wray,Christopher Wray,0.9434949
Wray,Fay Wray,0.95565766
Wray,Alan Tudyk,0.7899113
Wray,Tera Wray,0.9437789
Wray,Link Wray,0.9493369
Wray,Randall Wray,0.95871735
Yair Lapid,Yair Lapid,1.0
Yair Lapid,Benjamin Netanyahu,0.7606002
Yair Lapid,Naftali Bennett,0.80279434
Youngkin,Glenn Youngkin,0.95820487
Youngkin,Peter Lorre,0.8201523
Youngkin,Thomas Jefferson,0.86133957
Youngkin,William Evelyn Cameron,0.8245274
Youngkin,Thomas Mann Randolph Junior,0.84144306
Youngkin,John Floyd,0.86004496
Youngkin,James Lawson Kemper,0.83645403
Youngkin,"Thomas West, III barone De La Warr",0.8194169
Yuri Gagarin,Jurij Gagarin,0.8933656
Yuri Gagarin,Roberto Ferrari (conduttore),0.8321037
Yuri Gagarin,Jorit,0.87259555
Zaia,Luca Zaia,0.9492637
Zaia,Manuela Lanzarin,0.84339726
Zaia,Gianluca Forcolin,0.8222791
Zaia,Giancarlo Galan,0.8916768
Zan,Alessandro Zan,0.9205034
Zan,Adriano De Zan,0.8634526
Zan,Davide De Zan,0.8753775
Zan,Žan Majer,0.8684415
Zan,Žan Celar,0.8820142
Zan,Žan Kranjec,0.8322743
Zan,Žan Žužek,0.8536259
Zelensky,Volodymyr Zelens'kyj,0.8888029
Zelensky,Dario Nardella,0.8102726
Zelensky,Luca Bizzarri,0.82684404
Zingaretti,Nicola Zingaretti,0.933423
Zingaretti,Luca Zingaretti,0.93400353
Zingaretti,Valentina Cuppi,0.83622503
Zingaretti,Luisa Ranieri,0.87765205
Zuckerberg,Mark Zuckerberg,0.95238614
Zuckerberg,Eduardo Saverin,0.8450023
Zuckerberg,Dustin Moskovitz,0.8073224
Zuckerberg,Max Minghella,0.80202043
_ __Messaggero__,Francesca Fagnani,0.7166317
_ __Messaggero__,Alessandro Perrone,0.76030016
"_""Boosters",Rodney White,0.8432294
"_""Boosters",Rajko Toroman,0.80952036
"__""

📝 ""Ci",Massimo Coda,0.7658723
"__""

📝 ""Ci",Domenico Criscito,0.78850985
"__""

📝 ""Ci",Denis Čeryšev,0.7661915
avver,Denise Tantucci,0.7807078
avver,Giulia De Lellis,0.7853001
avver,Gaetano Castrovilli,0.7634206
avver,Sócrates,0.93778515
banca Warburg,Guido Maria Brera,0.7757597
cmq,Cmqmartina,0.9271983
cmq,Osvaldo Farrés,0.8021621
coincidence but,The Notorious B.I.G.,0.7997272
coincidence but,Ann Dunham,0.82858574
coincidence but,Pola Rise,0.83278525
giorgio Agamben,Giorgio Agamben,0.9999997
giorgio Agamben,Walter Benjamin,0.8277471
giorgio Agamben,Giorgio Manganelli,0.8574277
giorgio Agamben,Ginevra Bompiani,0.7831016
hitler,Adolf Hitler,0.95508116
hitler,Alois Hitler,0.8251189
hitler,Angela Hitler,0.93536407
hitler,Eva Braun,0.8835833
hitler,Paula Hitler,0.9367296
hospitalised Covid-19,Giuseppe De Donno,0.7894197
hospitalised Covid-19,Gerwyn Price,0.85610116
jn po,Joe Sentieri,0.8463334
jn po,Luciano Tajoli,0.8257878
jn po,Enzo Tortora,0.80232733
mussolini,Benito Mussolini,0.945175
mussolini,Alessandra Mussolini,0.9282749
mussolini,Romano Mussolini,0.9298136
mussolini,Vittorio Mussolini,0.9249059
mussolini,Bruno Mussolini,0.9168514
mussolini,Arnaldo Mussolini,0.92630327
mè,Elvis Presley,0.84989023
mè,Cheb Hasni,0.77918315
"mè gradito

",Jerry Calà,0.8534803
"mè gradito

",Gina Lollobrigida,0.81873477
"mè gradito

",Carmen Di Pietro,0.7863277
"mè gradito

",Banksy,0.8736094
"mè gradito

",Lucio Battisti,0.8266792
"mè gradito

",Maria Antonietta d'Asburgo-Lorena,0.7980561
"mè gradito

",Kristen Stewart,0.8214177
"mè gradito

",Gaio Giulio Cesare,0.76162815
questI,Giulio Questi,0.9226566
rump,Kelly Madison,0.836229
sentinel 5p,Janet Leigh,0.8464706
sieri covid,Luc Montagnier,0.7717148
sieri covid,Aarón Padilla Gutiérrez,0.7917242
stephan,Stephan El Shaarawy,0.903407
stephan,Stephan Lichtsteiner,0.94457364
stephan,Stephan Winkelmann,0.7941575
stephan,Stephan Eberharter,0.83106947
stephan,Stephan Beckenbauer,0.9509113
stephan,Stephan Bonnar,0.89102906
stephan,Stephan Bibrowski,0.8832655
stephan,Joscho Stephan,0.8716005
volantino,Alphonse Juin,0.76135004
youtube,Shay Carl,0.8900602
youtube,Sandra Lee,0.7716468
​Ma,Ma Rainey,0.89178723
​Ma,Ma Huateng,0.87944263
​Ma,Ma Long,0.9521306
​Perché Renzi,Matteo Renzi,0.9056284
​Perché Renzi,Andrea Renzi (attore),0.8508622
​Perché Renzi,Lorenzo Renzi (attore),0.8457055
– Guida,Gloria Guida,0.9201365
– Guida,Marco Guida,0.9073461
‼️,Rosalía (cantante),0.8895239
❗️Allora,Céline Dion,0.77966005
❗️Quindi,Leonardo Bonucci,0.8166845
❗️Quindi,Céline Dion,0.77966005
❗️Quindi,Grey DeLisle,0.8113177
"🌺🌺🌺

",Paula Morales,0.86143476
"👀 
",Bobby Portis,0.821206
"👀 
",Jarrett Jack,0.83244014
