s,o,entity
Q737533,label,Luigi XIII di Francia
odang_person_386126,P27,Q172579
odang_person_8361771,P166,Q737051
odang_person_2409033,P19,Q51256
odang_person_6073040,P569,1962
odang_person_2400104,P1412,Q1860
odang_person_1276840,P937,Q220
odang_person_5971130,P166,Q105477187
odang_person_3591905,P802,Q1525931
odang_person_2391757,P3373,Q6962713
odang_person_4880586,P21,Q6581097
Q10861998,label,Celia de la Serna
odang_person_26274,P166,Q19694514
odang_person_8465029,P21,Q6581097
odang_person_4794261,P27,Q414
odang_person_3606059,P21,Q6581097
odang_person_3596396,P569,1949
odang_person_2392327,P20,Q220
odang_person_1299476,P20,Q1155
odang_person_7167285,P551,Q235
odang_person_1198501,P103,Q9067
odang_person_1210919,P1412,Q1860
odang_person_3680225,P21,Q6581097
odang_person_7123657,P1412,Q652
odang_person_2400374,P19,Q490
odang_person_8384962,P6886,Q397
odang_person_4808823,P102,Q215350
odang_person_3600163,P1038,Q21207526
odang_person_1197518,P937,Q6247
odang_person_2391553,P569,1638
odang_person_4812364,P1412,Q652
Q49750,label,Partito Socialista Unificato di Germania
Q266941,label,Chiavari
odang_person_1497745,P1412,Q652
odang_person_2501600,P106,Q177220
odang_person_1202100,P166,Q2294693
odang_person_436,P27,Q38
odang_person_3690423,P27,Q38
odang_person_2404015,P166,Q59766840
odang_person_7176588,P569,1975
odang_person_7178499,P39,Q7883180
odang_person_5977974,P106,Q1930187
odang_person_1299059,P463,Q939743
Q217305,label,The New Yorker
odang_person_6501469,P1412,Q652
Q95098,label,Copparo
odang_person_3586303,P1412,Q7976
odang_person_2489554,P106,Q40348
odang_person_4778475,P6886,Q1860
Q3767219,label,Giovanni Ferrari
odang_person_7172744,P119,Q1357573
Q51083,label,Parral
odang_person_6079795,P106,Q1930187
odang_person_3591677,P569,1947
odang_person_5982802,P40,Q3105058
odang_person_104723,P20,Q1891
odang_person_5971092,P463,Q1525551
odang_person_6278573,P21,Q6581097
odang_person_2318894,P1412,Q652
odang_person_110084,P1412,Q652
odang_person_4780472,P569,200
odang_person_1305909,P569,1962
Q237737,label,Caterina d'Austria
odang_person_3657116,P106,Q82955
odang_person_351256,P1412,Q652
odang_person_2409033,P1412,Q652
odang_person_1228354,P21,Q6581097
odang_person_4122199,P27,Q38
odang_person_2391429,P1066,Q6119913
odang_person_4902458,P106,Q11499147
odang_person_4778886,P108,Q168756
odang_person_4793584,P102,Q321022
odang_person_8361076,P3373,Q10317363
Q3676924,label,cimitero della Villetta
odang_person_5978408,P1412,Q397
odang_person_5971464,P21,Q6581097
odang_person_7938136,P102,Q47817
odang_person_7208392,P103,Q652
odang_person_4777962,P40,Q1152362
odang_person_1198348,P166,Q20894507
odang_person_3594698,P166,Q778412
odang_person_4803646,P39,Q48629921
Q48282,label,studente
odang_person_8378085,P569,1923
odang_person_1204385,P1412,Q29919
odang_person_2403086,P108,Q49088
odang_person_3584618,P106,Q1349880
odang_person_7231246,P19,Q1792
odang_person_1197615,P39,Q1553195
odang_person_4674668,P569,1962
odang_person_5979803,P19,Q60
odang_person_7173284,P39,Q55024178
odang_person_7734,P1412,Q652
odang_person_2392369,P166,Q84318470
odang_person_7198365,P6886,Q652
odang_person_23233,P103,Q652
odang_person_1197505,P26,Q157130
Q1453643,label,Grammy Award al miglior artista esordiente
odang_person_5977769,P40,Q5433867
odang_person_3689348,P27,Q38
odang_person_5987635,P19,Q42800
odang_person_5977769,P103,Q9288
odang_person_3593985,P166,Q699459
Q18400,label,Alatri
odang_person_4804804,P106,Q82955
odang_person_1207962,P106,Q15462162
odang_person_3593739,P40,Q100163503
odang_person_5971380,P27,Q145
odang_person_5989964,P22,Q1386558
odang_person_1382775,P3373,Q379946
odang_person_4814039,P106,Q177220
odang_person_5970875,P463,Q83172
odang_person_4797499,P106,Q937857
Q192577,label,Simon Kuznets
odang_person_5991908,P166,Q15278101
odang_person_7198491,P21,Q6581097
odang_person_7165814,P27,Q38
Q47505,label,Dolo
odang_person_4792255,P1412,Q652
odang_person_8373230,P166,Q3799678
odang_person_8377191,P106,Q488205
odang_person_3592823,P27,Q173065
odang_person_7180533,P21,Q6581072
odang_person_7165907,P19,Q1449
odang_person_4778090,P1038,Q157098
odang_person_6111210,P569,1992
odang_person_8361107,P1038,Q56166653
odang_person_8876530,P3373,Q105939031
odang_person_404184,P1412,Q652
odang_person_8376081,P106,Q2526255
odang_person_8366737,P937,Q78
Q652,label,italiano
odang_person_8630773,P106,Q49757
odang_person_4800013,P569,1972
odang_person_2391418,P106,Q674067
odang_person_2391655,P166,Q10855271
Q17231624,label,legionario della Legion of Merit
odang_person_1207847,P106,Q28389
odang_person_3611552,P569,1955
odang_person_7173084,P39,Q55096558
odang_person_2487469,P937,Q220
odang_person_7272238,P106,Q488205
odang_person_3592187,P106,Q131524
odang_person_2402975,P19,Q432337
odang_person_3611351,P106,Q82955
odang_person_7192416,P569,1920
odang_person_4778592,P102,Q485665
odang_person_4885616,P27,Q38
odang_person_5971850,P166,Q586356
odang_person_3595819,P19,Q42595
odang_person_1197374,P53,Q192841
odang_person_7078686,P103,Q652
odang_person_4800013,P108,Q1031803
odang_person_8465144,P569,1968
Q56850272,label,Paolo Veronesi
odang_person_4778886,P1066,Q104600
odang_person_2501081,P40,Q3847356
Q283723,label,Capoterra
odang_person_4780472,P20,Q220
odang_person_1197360,P1066,Q728592
odang_person_3692456,P21,Q6581097
odang_person_8360906,P166,Q10904959
odang_person_526082,P19,Q52684
odang_person_5148658,P27,Q172579
odang_person_1298542,P39,Q13653224
odang_person_636007,P569,1983
odang_person_4797499,P106,Q628099
odang_person_7466527,P106,Q937857
odang_person_5982373,P3373,Q768366
odang_person_15669,P937,Q6602
odang_person_3605724,P21,Q6581072
odang_person_2403086,P26,Q59925789
odang_person_3592968,P1412,Q188
odang_person_537292,P937,Q18426
odang_person_4790404,P1412,Q652
odang_person_7166056,P166,Q1780561
odang_person_103075,P27,Q38
odang_person_7600057,P106,Q11513337
odang_person_6078303,P106,Q33999
odang_person_7045,P20,Q1741
odang_person_4778389,P106,Q2405480
Q373626,label,Ladysmith
Q1442463,label,Kreka
odang_person_4780529,P166,Q17985761
odang_person_104395,P21,Q6581072
odang_person_6076175,P1412,Q652
odang_person_4803318,P1412,Q652
odang_person_296673,P19,Q49231
odang_person_3688389,P106,Q36834
odang_person_7192092,P19,Q19306
odang_person_286068,P27,Q38
odang_person_1197874,P27,Q213
odang_person_5189945,P27,Q38
odang_person_7172523,P39,Q13218630
odang_person_2613939,P551,Q2562449
odang_person_3693402,P1412,Q652
Q16585202,label,Ornella Sobrero
odang_person_4785520,P19,Q812906
odang_person_6076896,P27,Q38
Q81180,label,Grammy Hall of Fame Award
odang_person_281162,P106,Q82955
odang_person_33189,P19,Q6221
odang_person_7164994,P19,Q217173
odang_person_7164960,P1412,Q188
Q111332,label,Oscar al miglior documentario
odang_person_1221129,P937,Q60
odang_person_8464782,P27,Q38
odang_person_8421424,P166,Q989453
odang_person_6064330,P106,Q957729
odang_person_8395159,P1412,Q652
odang_person_5970973,P3373,Q3766747
odang_person_5977795,P166,Q1543268
Q621867,label,Giocatore dell'anno della PFA
odang_person_3596500,P166,Q668053
odang_person_7682671,P21,Q6581097
Q2636792,label,Alan Musgrave
odang_person_2399038,P1412,Q652
odang_person_7271092,P6886,Q652
odang_person_6016951,P39,Q55088865
odang_person_3596098,P26,Q27134642
odang_person_7697739,P1412,Q652
odang_person_8466237,P19,Q17686
odang_person_7483935,P1412,Q652
odang_person_5971092,P166,Q1857021
odang_person_8468333,P27,Q38
Q16006,label,Goch
Q52684,label,Tolve
odang_person_1375681,P102,Q29468
odang_person_7165369,P106,Q2526255
odang_person_6005591,P27,Q172579
odang_person_4777862,P26,Q69881499
odang_person_2499844,P27,Q142
odang_person_4778090,P40,Q229816
odang_person_8361021,P166,Q1227533
odang_person_3584621,P103,Q188
odang_person_3607638,P551,Q13396
odang_person_3663741,P106,Q937857
odang_person_67310,P102,Q64590185
Q400007,label,BAFTA al miglior attore protagonista
odang_person_7466527,P21,Q6581097
odang_person_105617,P21,Q6581097
Q2972198,label,Ciak d'oro
odang_person_1217541,P106,Q82955
odang_person_7109493,P108,Q1374265
odang_person_5141968,P27,Q38
odang_person_3618631,P1412,Q652
odang_person_2391886,P1412,Q7737
odang_person_8381948,P40,Q1246335
odang_person_6376700,P19,Q2044
Q2118528,label,Premio Internazionale Simón Bolívar
Q270,label,Varsavia
odang_person_7164980,P106,Q97667506
odang_person_4814373,P106,Q28389
odang_person_3592968,P25,Q72096401
odang_person_6313595,P39,Q18558478
odang_person_2501565,P569,1784
odang_person_7190819,P27,Q172579
odang_person_4778577,P166,Q20204998
odang_person_520578,P1412,Q652
odang_person_2492489,P27,Q38
odang_person_42579,P937,Q1891
odang_person_4788680,P39,Q41582627
odang_person_53994,P569,1990
Q1245999,label,Università degli Studi di Siena
odang_person_2392327,P569,1920
Q18013,label,Sacramento
odang_person_3584663,P20,Q220
odang_person_8368324,P569,1873
odang_person_8360902,P166,Q2760953
odang_person_1204091,P21,Q6581097
odang_person_4778389,P26,Q316596
odang_person_11175,P106,Q753110
odang_person_7179719,P6886,Q652
odang_person_7272805,P27,Q38
odang_person_2435575,P27,Q142
odang_person_3584625,P3373,Q5561207
odang_person_2493908,P106,Q1930187
Q58332250,label,regina Consorte di Aragona
odang_person_6076751,P21,Q6581097
odang_person_1378618,P166,Q16153104
odang_person_7204143,P39,Q18558478
Q60198028,label,Marcello Petacci
odang_person_4148857,P21,Q6581097
odang_person_1210952,P106,Q81096
odang_person_1607701,P21,Q6581072
odang_person_2498218,P20,Q2790
odang_person_2391516,P106,Q3606216
odang_person_3602084,P106,Q33999
odang_person_5974583,P166,Q28914867
odang_person_4787124,P19,Q111937
odang_person_102965,P21,Q6581072
odang_person_107672,P21,Q6581097
odang_person_7269943,P463,Q107569
odang_person_2391423,P166,Q14606194
odang_person_7165659,P21,Q6581097
Q381951,label,Hilarius
odang_person_2521574,P39,Q785304
Q27712602,label,Alvaro Marchini
odang_person_5983527,P21,Q6581097
Q56166583,label,Maria Dolores dos Santos Viveiros da Aveiro
odang_person_3587853,P463,Q780204
odang_person_1197437,P103,Q188
odang_person_3663741,P106,Q628099
odang_person_7691316,P106,Q82955
odang_person_2391886,P3373,Q28044887
odang_person_6076362,P569,1969
odang_person_1197541,P102,Q29552
odang_person_2398237,P1412,Q188
odang_person_2507071,P21,Q6581097
odang_person_7752241,P21,Q6581097
odang_person_8462463,P569,1459
odang_person_3024841,P27,Q38
odang_person_6000401,P27,Q38
Q3343458,label,Nora Ricci
odang_person_8372845,P463,Q338432
odang_person_4821553,P106,Q937857
odang_person_1228354,P1412,Q652
odang_person_5970856,P166,Q64851162
odang_person_6428644,P106,Q82955
odang_person_66732,P27,Q38
Q5190728,label,"commissario europeo per l'istruzione, la cultura, il multilinguismo e la gioventù"
odang_person_7184461,P569,1946
odang_person_17996,P20,Q220
Q262368,label,Salonina Matidia
odang_person_7164972,P106,Q855091
odang_person_4777860,P39,Q1540336
odang_person_5971380,P3373,Q2357693
odang_person_8392969,P106,Q11481802
odang_person_5094615,P569,1983
odang_person_1211920,P106,Q201788
odang_person_1198046,P27,Q30
odang_person_7271166,P106,Q1930187
odang_person_1236283,P1412,Q652
odang_person_7165093,P166,Q26205110
odang_person_6494519,P39,Q13653224
odang_person_7166037,P25,Q269898
odang_person_281365,P39,Q18558478
odang_person_3584782,P106,Q1234713
odang_person_1306717,P1412,Q652
odang_person_52,P25,Q116728
odang_person_4879408,P27,Q38
Q4964182,label,filosofo
odang_person_1198431,P106,Q7042855
odang_person_7174015,P106,Q34074720
Q22133423,label,Heiner Hochegger
odang_person_4777859,P108,Q152087
Q546397,label,gens Anicia
odang_person_2391586,P20,Q3072862
odang_person_5546507,P21,Q6581097
odang_person_1204755,P569,1820
odang_person_4800013,P937,Q220
odang_person_8469058,P102,Q662502
odang_person_710,P19,Q79718
odang_person_4788895,P106,Q937857
odang_person_5369694,P106,Q1930187
odang_person_103,P937,Q60
odang_person_1204541,P106,Q10798782
odang_person_3600577,P27,Q38
odang_person_596,P166,Q64152520
odang_person_4224255,P108,Q81307
odang_person_1298655,P39,Q73523971
odang_person_1197470,P463,Q3075672
odang_person_8464727,P19,Q2634
odang_person_11565,P40,Q18020492
odang_person_110734,P106,Q4964182
odang_person_7165369,P106,Q3455803
odang_person_6079429,P166,Q1110423
odang_person_2501081,P39,Q27169
odang_person_113,P937,Q220
Q246524,label,Borgo Valsugana
odang_person_2395049,P108,Q207361
odang_person_7173740,P1412,Q1321
Q610743,label,Contessina de' Medici
odang_person_3593089,P106,Q36834
odang_person_3639875,P106,Q49757
odang_person_3596140,P1412,Q652
odang_person_1864895,P27,Q16
odang_person_4778116,P40,Q315037
odang_person_3692456,P569,1953
Q958419,label,Liga Veneta
odang_person_8382644,P463,Q2822396
Q749235,label,Festival cinematografico internazionale di Mosca
odang_person_7190796,P569,1864
odang_person_1212292,P802,Q190148
Q13381863,label,schermidore
Q465197,label,American Institute of Architects
Q1068364,label,capitan pascià
odang_person_7180553,P21,Q6581072
odang_person_4795319,P106,Q55960555
odang_person_36629,P166,Q14539974
odang_person_7272238,P19,Q628
odang_person_4778434,P166,Q17985761
odang_person_4853798,P27,Q38
odang_person_2665375,P106,Q10800557
odang_person_5978436,P166,Q20966518
odang_person_3892651,P39,Q1162163
odang_person_8379957,P21,Q6581097
odang_person_596,P166,Q28854990
odang_person_323,P26,Q263459
odang_person_7174158,P569,1890
odang_person_2391757,P21,Q6581097
odang_person_288601,P106,Q82955
odang_person_4788895,P106,Q628099
odang_person_5978725,P6886,Q1860
Q243458,label,Segni
odang_person_1204512,P106,Q4964182
odang_person_7723928,P27,Q38
odang_person_4778886,P108,Q1061104
odang_person_8410374,P27,Q172579
odang_person_27633,P20,Q42298
odang_person_5970856,P39,Q19808845
odang_person_1224078,P106,Q3014296
odang_person_214289,P1412,Q188
odang_person_33186,P1412,Q652
odang_person_5982355,P166,Q20990972
odang_person_4788895,P21,Q6581097
odang_person_1299476,P3373,Q20967095
odang_person_101964,P22,Q16150043
odang_person_6334984,P106,Q81096
Q832127,label,Premio César per il miglior documentario
odang_person_596,P26,Q2836599
Q46172,label,Denis Thatcher
odang_person_22042,P20,Q220
Q36812,label,"William, duca di Cambridge"
odang_person_8369186,P21,Q6581097
odang_person_105882,P102,Q47720
odang_person_8368316,P26,Q2664161
odang_person_3585622,P3373,Q29487
odang_person_8389876,P106,Q2462658
odang_person_7200059,P108,Q1065
odang_person_2500520,P1412,Q652
odang_person_2403041,P20,Q220
odang_person_41866,P569,1962
odang_person_8470311,P106,Q2259451
odang_person_7165567,P27,Q45
odang_person_1198653,P19,Q208713
odang_person_4810329,P21,Q6581097
odang_person_3693361,P1412,Q652
odang_person_1306218,P19,Q17362
odang_person_3652676,P166,Q14539884
odang_person_6000382,P166,Q1257501
odang_person_5977769,P166,Q159909
odang_person_1228140,P20,Q220
odang_person_7203488,P166,Q7963022
odang_person_6246675,P27,Q38
odang_person_8465378,P569,1984
odang_person_8363704,P106,Q182436
odang_person_1228995,P103,Q652
odang_person_2499850,P119,Q608405
odang_person_5119927,P27,Q233
odang_person_4797666,P569,1942
Q1528327,label,Giuseppe Fiorello
odang_person_636007,P102,Q1757843
odang_person_1202100,P106,Q107711
odang_person_7165368,P166,Q670282
odang_person_1204170,P569,1954
odang_person_4778017,P937,Q5475
Q59781938,label,Arthur Germain
odang_person_7172369,P20,Q84
odang_person_3584682,P106,Q177220
odang_person_7081,P27,Q2044
Q183351,label,Congresso Liberal-Democratico
odang_person_4795319,P21,Q6581072
odang_person_7245515,P106,Q4610556
Q184154,label,Laval
odang_person_8368627,P106,Q36180
odang_person_9464057,P27,Q38
odang_person_8876530,P27,Q155
Q373374,label,Wrestling Observer Newsletter Hall of Fame
odang_person_291579,P106,Q1930187
odang_person_7200101,P39,Q3954360
odang_person_5971444,P102,Q747910
odang_person_1484485,P106,Q82955
odang_person_8369844,P569,86
odang_person_2465,P166,Q43388249
odang_person_1200105,P551,Q65
odang_person_5970878,P166,Q10904959
odang_person_7966,P106,Q4263842
odang_person_43062,P27,Q38
odang_person_8387371,P39,Q658082
odang_person_101964,P569,1980
odang_person_3600577,P937,Q239
odang_person_5995285,P106,Q18844224
odang_person_3687712,P106,Q1930187
odang_person_1241530,P102,Q815348
odang_person_1487586,P106,Q1127270
odang_person_7185640,P103,Q652
odang_person_7268028,P19,Q72414
odang_person_4777994,P166,Q2701827
Q103022,label,Capannoli
odang_person_8470672,P569,1900
Q53194,label,San Vito al Tagliamento
Q1243816,label,Raimondo Vianello
odang_person_11645,P40,Q28706189
odang_person_1204170,P102,Q232595
odang_person_8361076,P106,Q43845
odang_person_1220118,P1412,Q652
odang_person_4795319,P569,1948
odang_person_2391415,P166,Q4896696
odang_person_8391800,P106,Q937857
odang_person_8456544,P937,Q495
odang_person_4884983,P106,Q82955
odang_person_2414534,P21,Q6581097
odang_person_4777962,P551,Q16274476
odang_person_1197828,P551,Q5843680
odang_person_8700428,P569,1947
Q2372144,label,Partito Socialdemocratico di Russia
odang_person_2393397,P20,Q65
odang_person_6075093,P39,Q26437544
odang_person_84797,P106,Q372436
odang_person_8736436,P569,1993
odang_person_8461890,P39,Q611644
odang_person_22,P106,Q82955
odang_person_2392275,P39,Q13653224
odang_person_5977917,P937,Q8646
odang_person_2399736,P802,Q106675210
odang_person_5977795,P27,Q30
odang_person_1206125,P166,Q59179691
odang_person_8385789,P102,Q47729
odang_person_8360900,P106,Q36180
odang_person_2391784,P106,Q36180
odang_person_1204068,P106,Q33999
odang_person_102878,P1412,Q652
odang_person_7181737,P21,Q6581072
odang_person_9033635,P19,Q495
odang_person_7726938,P39,Q18558478
odang_person_2416111,P569,1953
odang_person_2396137,P569,1950
Q217196,label,Regno di Castiglia e León
odang_person_8651155,P21,Q6581097
Q2357693,label,Erran Baron Cohen
odang_person_7186894,P106,Q47064
odang_person_8387205,P19,Q172455
odang_person_596,P102,Q29468
odang_person_1342943,P27,Q172579
odang_person_3592779,P19,Q2232623
odang_person_5980036,P569,1962
odang_person_5982373,P3373,Q4992850
odang_person_7165369,P106,Q1930187
Q37922,label,premio Nobel per la letteratura
odang_person_7179934,P166,Q1059569
odang_person_7275708,P27,Q172579
Q2502920,label,Ute-Henriette Ohoven
odang_person_4783531,P106,Q10800557
odang_person_8462463,P20,Q2634
odang_person_5986396,P39,Q19969187
odang_person_1197541,P166,Q506369
odang_person_4785077,P463,Q338432
odang_person_4778355,P166,Q577755
odang_person_4797499,P19,Q490
Q3847521,label,Maria Scicolone
odang_person_8360906,P119,Q20022
odang_person_8361204,P166,Q52430641
odang_person_3978716,P102,Q327591
Q2529789,label,Screen Actors Guild Award per il miglior cast in una serie commedia
odang_person_4122140,P19,Q13670
odang_person_5970875,P40,Q96077133
odang_person_105276,P19,Q42782
Q375990,label,World Music Award
Q53952,label,Rossano
odang_person_4777898,P3373,Q760770
odang_person_4877296,P106,Q170790
Q54145,label,Medford
odang_person_8404666,P106,Q28389
odang_person_2493964,P1412,Q652
odang_person_4810405,P119,Q608405
odang_person_1223244,P106,Q15839134
odang_person_3959759,P19,Q220
odang_person_40687,P1412,Q7737
odang_person_8375004,P103,Q652
odang_person_8361059,P119,Q225459
odang_person_8466237,P463,Q2995361
odang_person_1232325,P102,Q47729
odang_person_8361021,P166,Q3241784
odang_person_7261008,P166,Q3332287
odang_person_4777859,P108,Q31519
odang_person_1197971,P39,Q1571396
odang_person_6031366,P103,Q7737
odang_person_8361039,P6886,Q397
Q850170,label,ricompensa al valor militare
odang_person_6024265,P21,Q6581097
Q7164,label,Banca Mondiale
odang_person_14322,P27,Q38
odang_person_4778355,P102,Q4397985
odang_person_3584674,P119,Q5908
odang_person_2404243,P166,Q28861961
odang_person_26006,P19,Q6662
odang_person_77773,P1412,Q36510
odang_person_2425743,P106,Q36180
odang_person_2822883,P106,Q82955
odang_person_7710906,P108,Q46210
odang_person_8383403,P569,1947
odang_person_311539,P106,Q15117302
odang_person_4788810,P106,Q170790
odang_person_2391560,P166,Q17182806
odang_person_3584618,P3373,Q26925
odang_person_1302624,P569,1964
odang_person_9976,P106,Q82955
odang_person_2498670,P21,Q6581072
odang_person_107818,P103,Q652
odang_person_3596519,P106,Q82955
odang_person_3591708,P166,Q60658956
odang_person_3687944,P463,Q3318304
Q547197,label,Tumelico
odang_person_5971130,P166,Q109986273
odang_person_3600865,P39,Q1650915
odang_person_7165537,P26,Q269037
Q20967085,label,Francesca Maria Maddalena Bellotti
odang_person_1237423,P103,Q652
Q1218,label,Gerusalemme
odang_person_8361907,P106,Q2526255
odang_person_3629785,P108,Q13371
odang_person_533019,P569,1969
odang_person_1271885,P106,Q36180
odang_person_7177852,P569,1900
odang_person_2391689,P22,Q301282
odang_person_8361055,P166,Q337620
odang_person_2392159,P119,Q5776
Q219330,label,Pietrasanta
odang_person_108,P172,Q161652
odang_person_105142,P21,Q6581097
Q3832366,label,Liliana de Curtis
odang_person_124694,P27,Q38
odang_person_3585061,P1412,Q652
odang_person_2394104,P106,Q28389
odang_person_4778871,P166,Q1966051
odang_person_2391475,P463,Q668699
odang_person_2755,P108,Q7156
odang_person_8361021,P166,Q1052227
odang_person_8362136,P106,Q15994177
odang_person_4788895,P1412,Q652
odang_person_1822930,P20,Q2634
odang_person_7166056,P39,Q1553195
odang_person_4999787,P39,Q57596296
odang_person_1299155,P106,Q2259451
odang_person_4799040,P19,Q2044
odang_person_3621179,P19,Q220
odang_person_8875698,P106,Q82955
odang_person_8372593,P20,Q1563
odang_person_3609955,P27,Q117
odang_person_8369293,P39,Q785304
odang_person_7165047,P106,Q5322166
odang_person_4857452,P106,Q937857
odang_person_8465686,P3373,Q87247831
odang_person_3593739,P6886,Q1860
odang_person_4999787,P106,Q82955
odang_person_2391757,P166,Q15622972
odang_person_36629,P39,Q27795992
odang_person_8380683,P569,1953
odang_person_2698337,P106,Q82955
odang_person_7195783,P106,Q37226
odang_person_8375230,P1412,Q652
odang_person_2424815,P21,Q6581097
odang_person_8361540,P119,Q21517046
odang_person_7172744,P106,Q36180
Q3161929,label,Janet Woollacott
odang_person_2698337,P102,Q47729
odang_person_2495258,P21,Q6581097
odang_person_309179,P108,Q46210
odang_person_1382775,P3373,Q56759297
odang_person_6081377,P106,Q2722764
odang_person_3584857,P551,Q2517117
Q164889,label,Manfredi di Sicilia
odang_person_8368594,P106,Q28389
odang_person_8415294,P27,Q38
odang_person_7967,P106,Q55960555
odang_person_7176695,P39,Q27991508
Q267469,label,Siculiana
odang_person_4777859,P569,1879
odang_person_7173740,P172,Q50001
odang_person_3585226,P166,Q181883
odang_person_8896755,P39,Q80363731
odang_person_3615906,P1412,Q652
Q27787813,label,Edgewater Hospital
odang_person_7176979,P39,Q658082
odang_person_7166052,P39,Q1780221
Q1465674,label,chiesa di Sant'Ignazio di Loyola in Campo Marzio
odang_person_7177556,P21,Q6581097
Q721915,label,John Strange Spencer-Churchill
odang_person_281162,P19,Q13433
odang_person_7273638,P106,Q36180
odang_person_8372530,P27,Q1747689
odang_person_2495656,P106,Q4773904
odang_person_7185640,P26,Q3634667
odang_person_7556114,P27,Q38
odang_person_4778949,P166,Q470078
odang_person_7966,P166,Q96382466
Q6924204,label,Yehuda Arieh Klausner
odang_person_4881808,P20,Q541405
odang_person_7200121,P21,Q6581097
odang_person_3595997,P102,Q49896
odang_person_3627764,P103,Q1860
odang_person_8369615,P106,Q10871364
odang_person_4792416,P39,Q484876
odang_person_1207909,P21,Q6581072
Q182360,label,Giovanni Battista Meneghini
Q233306,label,Miroslava Vavrinec
odang_person_4787241,P26,Q23301
odang_person_4410464,P20,Q6221
odang_person_2391408,P102,Q20012759
odang_person_2409399,P166,Q3885294
odang_person_1484485,P102,Q47817
odang_person_7165704,P106,Q1209498
odang_person_5978849,P106,Q177220
odang_person_8467055,P106,Q33999
Q33923,label,Pietro
odang_person_7275440,P106,Q3606216
odang_person_5978436,P166,Q741156
odang_person_6016951,P102,Q815348
odang_person_2500465,P106,Q33999
odang_person_7165272,P166,Q20866649
Q277643,label,Larino
odang_person_403010,P166,Q2108706
odang_person_598534,P106,Q82955
odang_person_2501600,P569,1949
Q2309070,label,1939-1945 Star
odang_person_1236675,P21,Q6581097
odang_person_4795017,P106,Q484188
odang_person_7165704,P27,Q12548
odang_person_3584787,P569,1905
odang_person_3585486,P6886,Q652
Q208585,label,Vitória Futebol Clube
odang_person_8360902,P1412,Q7737
odang_person_3621495,P21,Q6581097
odang_person_7164994,P6886,Q150
odang_person_8404519,P106,Q1415090
odang_person_8647093,P569,1956
odang_person_3594850,P166,Q21684975
odang_person_2500989,P103,Q652
odang_person_2391424,P119,Q27426
odang_person_6074942,P106,Q937857
odang_person_5971444,P106,Q193391
odang_person_8651155,P1412,Q652
odang_person_7165093,P166,Q4335903
odang_person_26104,P106,Q42973
odang_person_110914,P21,Q6581097
odang_person_1197360,P27,Q148540
odang_person_8380296,P569,1957
odang_person_2422624,P166,Q2500323
Q841133,label,Partito Nazionale Democratico
odang_person_1264673,P569,1902
odang_person_4784191,P27,Q30
odang_person_4109748,P103,Q652
Q2915343,label,Lista Nazionale (Israele)
odang_person_404184,P19,Q1449
odang_person_52,P19,Q530930
odang_person_7252553,P19,Q490
odang_person_8361615,P20,Q16869
Q237,label,Città del Vaticano
odang_person_3934877,P27,Q38
odang_person_2837348,P103,Q652
odang_person_4778389,P166,Q6667529
odang_person_4880637,P6886,Q150
odang_person_4780482,P802,Q1702073
odang_person_8394466,P27,Q38
odang_person_8388298,P1412,Q652
odang_person_4879066,P27,Q38
odang_person_1197541,P166,Q2338107
odang_person_2397995,P40,Q157179
odang_person_4879625,P1412,Q150
odang_person_8361090,P172,Q49085
odang_person_7272896,P1412,Q652
Q918866,label,Troy Garity
odang_person_10356,P102,Q461886
odang_person_7184798,P21,Q6581097
odang_person_1225777,P108,Q959524
odang_person_2392129,P172,Q539051
odang_person_107544,P27,Q38
odang_person_36505,P1412,Q652
odang_person_7801468,P106,Q82955
odang_person_105014,P108,Q1051115
odang_person_7618440,P3373,Q39078070
odang_person_4788751,P106,Q177220
Q17629,label,Ovada
odang_person_5970941,P106,Q11338576
odang_person_3593340,P19,Q17324
odang_person_8361204,P19,Q1842
odang_person_15950,P21,Q6581072
odang_person_1299770,P1412,Q652
Q82842,label,Scandicci
odang_person_4801710,P27,Q38
Q52243,label,Villafranca in Lunigiana
odang_person_1209396,P27,Q668
odang_person_2403923,P119,Q3892388
odang_person_3593990,P106,Q10800557
odang_person_95572,P106,Q3665646
odang_person_7200043,P3373,Q1050695
odang_person_1831028,P106,Q82955
odang_person_4806865,P106,Q1955150
odang_person_8469396,P39,Q18558478
odang_person_2490931,P463,Q338432
Q55281311,label,Adelaide De Martino
odang_person_4880132,P20,Q2044
odang_person_1819920,P569,1936
Q56072772,label,Franca Brambilla Ageno
odang_person_2413636,P106,Q947873
odang_person_4777859,P108,Q708038
odang_person_8421424,P21,Q6581097
Q632985,label,Governo Merkel II
odang_person_5992196,P166,Q788568
odang_person_2490,P166,Q10905235
odang_person_8361502,P26,Q441183
odang_person_1200105,P166,Q7165480
Q1338969,label,Federico Higuaín
odang_person_2409385,P106,Q10833314
odang_person_634246,P21,Q6581097
odang_person_2837465,P21,Q6581097
odang_person_5971092,P26,Q27649090
odang_person_7165567,P1412,Q5146
odang_person_1344711,P1412,Q652
odang_person_1197541,P106,Q948329
odang_person_2392496,P166,Q238706
odang_person_5971755,P106,Q1734662
odang_person_1266001,P22,Q186013
odang_person_1302668,P937,Q220
Q1635491,label,Ordine della Corona d'India
odang_person_8393431,P102,Q327591
odang_person_2393809,P166,Q2073497
odang_person_2755,P19,Q173699
