s,o,entity
Q9680541,label,Compagno dell'Ordine dell'Australia
Q65924252,label,ordine famigliare del Brunei
odang_person_2776,P3373,Q161136
Q67785862,label,Italia Viva
odang_person_8363309,P25,Q621453
odang_person_8747450,P106,Q1365155
Q967846,label,Umberto Agnelli
odang_person_5970904,P106,Q177220
odang_person_7268242,P21,Q6581072
odang_person_4883537,P25,Q3446248
odang_person_4777859,P463,Q329464
odang_person_2412682,P569,1951
odang_person_5977813,P166,Q17985761
Q18519506,label,Toni D'Angelo
Q39336,label,Festa del Cinema di Roma
odang_person_2392044,P166,Q1011547
odang_person_8469206,P1412,Q652
odang_person_7165975,P166,Q376834
odang_person_7165093,P166,Q10855226
odang_person_8463686,P21,Q6581097
odang_person_3584621,P166,Q7241175
Q181765,label,imperatore del Sacro Romano Impero
odang_person_7204324,P106,Q10800557
odang_person_7241450,P1412,Q652
odang_person_8370845,P22,Q913241
odang_person_8379218,P106,Q488205
odang_person_3692561,P19,Q145856
odang_person_7249356,P106,Q10798782
odang_person_1306862,P39,Q27999166
odang_person_4883348,P21,Q6581097
odang_person_8361017,P463,Q1541450
Q28838264,label,Françoise Noguès
odang_person_4789603,P26,Q3827765
odang_person_7172744,P53,Q170022
Q7050658,label,cancelliere del Reich
odang_person_4815521,P106,Q212948
odang_person_7165093,P166,Q1803234
odang_person_7243862,P22,Q3658993
odang_person_7164960,P551,Q153491
odang_person_8360988,P937,Q2044
odang_person_1210952,P1412,Q652
Q1065346,label,Alain Elkann
odang_person_8387369,P20,Q685357
Q1747689,label,civiltà romana
odang_person_8369830,P569,1968
odang_person_6015937,P106,Q11631
odang_person_4778023,P166,Q20866649
Q2596621,label,The Phil Collins Big Band
Q40955,label,Lesmo
Q478434,label,Milo
odang_person_1197973,P106,Q639669
Q1324407,label,Oscar al miglior cortometraggio
odang_person_2391428,P40,Q45350838
Q311879,label,Erode Attico
odang_person_8360933,P166,Q833163
odang_person_4887670,P106,Q10798782
Q3180284,label,Joely Collins
Q2485134,label,Giulino
odang_person_103,P106,Q177220
odang_person_6079053,P1412,Q652
Q10905334,label,Croce al merito di I classe dell'Ordine al Merito di Germania
odang_person_3864910,P937,Q220
odang_person_1207330,P27,Q222
odang_person_7164960,P1038,Q22086756
odang_person_5982139,P569,1972
odang_person_7168729,P166,Q55149541
odang_person_276429,P39,Q4011164
odang_person_1306862,P39,Q1538785
odang_person_8958,P106,Q36834
odang_person_4821773,P106,Q2405480
Q7042855,label,montatore
odang_person_7165544,P166,Q20924782
odang_person_7243862,P1412,Q652
odang_person_5305938,P108,Q426045
odang_person_3609021,P106,Q82955
odang_person_363,P106,Q5322166
Q34266,label,Impero russo
odang_person_4777859,P25,Q4357787
odang_person_7165369,P166,Q16156319
Q131524,label,imprenditore
odang_person_8363532,P1412,Q150
Q1716611,label,Simon Collins
odang_person_8370845,P3373,Q2254728
odang_person_5970904,P106,Q33999
odang_person_4778023,P106,Q10732476
odang_person_8468861,P106,Q947873
odang_person_4879793,P19,Q3292506
odang_person_4778076,P39,Q65494714
odang_person_4778872,P21,Q6581097
odang_person_7449105,P569,1971
odang_person_1197450,P106,Q3427922
odang_person_2496453,P119,Q1083
odang_person_4777859,P1038,Q55594631
odang_person_4855078,P569,1990
Q3657503,label,cappella della Sacra Sindone
odang_person_4778076,P463,Q954078
Q1876155,label,Luigi Enrico Rossi
odang_person_21584,P106,Q2722764
odang_person_7172123,P106,Q183945
odang_person_3585316,P166,Q882442
Q696998,label,National Board of Review Award al miglior regista
odang_person_8368459,P106,Q1281618
odang_person_2391553,P53,Q58389
Q14865244,label,cavaliere di gran croce dell'Ordine della Corona d'Italia
odang_person_4778457,P106,Q2405480
odang_person_2391553,P40,Q2415120
odang_person_2391553,P40,Q590446
Q186138,label,Bartolomeo Colombo
odang_person_7176320,P106,Q937857
odang_person_8469206,P106,Q33999
odang_person_2397487,P166,Q894841
Q13395,label,Viterbo
odang_person_5970876,P106,Q36180
Q3048420,label,Edvige Mussolini
odang_person_1306862,P166,Q42217122
odang_person_7243862,P166,Q30212708
odang_person_2391553,P19,Q1520841
odang_person_5979230,P21,Q6581097
odang_person_7164998,P166,Q17231624
odang_person_1305562,P106,Q488205
odang_person_1206897,P1066,Q983661
odang_person_7164960,P27,Q533534
odang_person_84797,P39,Q17618126
Q543469,label,Giffoni Film Festival
odang_person_1257647,P166,Q1635106
odang_person_4778785,P1066,Q4013486
odang_person_6056358,P106,Q1028181
odang_person_1205662,P166,Q268200
odang_person_7226099,P102,Q327591
odang_person_4778176,P25,Q40741207
odang_person_4778023,P39,Q34519159
odang_person_7176588,P3373,Q611603
odang_person_5970876,P106,Q55960555
odang_person_8392033,P569,1977
Q3703464,label,David di Donatello per il miglior regista esordiente
Q139184,label,BAFTA al miglior film
odang_person_3591787,P3373,Q3065802
Q114360,label,Albertina di Montenuovo
odang_person_7165544,P119,Q1424085
odang_person_3585482,P1412,Q150
odang_person_1197973,P106,Q10798782
odang_person_5971849,P106,Q2259451
odang_person_1197939,P166,Q757097
odang_person_2465372,P21,Q6581072
odang_person_4777859,P108,Q329464
odang_person_3614120,P106,Q2259451
odang_person_3594250,P27,Q38
odang_person_4777965,P166,Q14865244
odang_person_24948,P569,1940
odang_person_2499676,P106,Q578109
odang_person_7165093,P108,Q4476368
odang_person_5971769,P1412,Q652
Q2309784,label,ciclista
Q311,label,cimitero di Père-Lachaise
odang_person_5978238,P25,Q3605139
odang_person_7165799,P166,Q728960
odang_person_2455,P463,Q4345832
Q1059569,label,ordine al merito della Repubblica Italiana
odang_person_5971032,P106,Q753110
odang_person_8361622,P106,Q486748
odang_person_1304411,P106,Q2722764
Q716909,label,ordine delle arti e delle lettere
odang_person_4887670,P106,Q2259451
odang_person_102155,P106,Q36180
odang_person_103,P20,Q11299
odang_person_1205352,P551,Q1021563
odang_person_7172856,P27,Q38
odang_person_1305580,P27,Q38
odang_person_7176588,P1412,Q652
odang_person_1306267,P106,Q177220
odang_person_8361925,P106,Q1979607
odang_person_4777859,P108,Q635642
odang_person_2494444,P569,1987
Q552731,label,Duncan Jones
Q1374312,label,Luca Zingaretti
odang_person_7165708,P106,Q2259451
odang_person_3584673,P937,Q60
odang_person_1220118,P106,Q82955
Q8641,label,yiddish
odang_person_4778921,P20,Q88
Q208993,label,Nikolaj Konstantinovič Rerich
odang_person_1197390,P463,Q63546531
odang_person_4778076,P106,Q40348
odang_person_7164960,P1038,Q6216378
odang_person_1197390,P172,Q974693
odang_person_6015937,P27,Q38
odang_person_1267890,P106,Q130857
odang_person_9009,P19,Q188315
odang_person_2397487,P166,Q1453643
Q5563758,label,Giovanni Venanzi
odang_person_3585484,P39,Q13653224
Q696246,label,Ordine del Crisantemo
odang_person_7166286,P27,Q38
odang_person_3591787,P1412,Q150
Q93577085,label,Frances Louisa Tracy
odang_person_3585316,P27,Q7318
odang_person_7164960,P39,Q17850767
Q1607826,label,curatore editoriale
odang_person_2391553,P166,Q1335445
odang_person_3590488,P166,Q3682699
Q3938518,label,Roberta Lanfranchi
odang_person_2392044,P106,Q13235160
odang_person_8469448,P106,Q10798782
Q6999716,label,Virgilio Crocco
odang_person_4777856,P106,Q3064032
Q3477020,label,Carle Place
odang_person_6073564,P3373,Q3851060
odang_person_5984689,P569,1983
odang_person_3585482,P3373,Q170186
odang_person_7164960,P39,Q157740
odang_person_4778023,P166,Q207826
Q737533,label,Luigi XIII di Francia
odang_person_7182662,P569,1990
odang_person_4778921,P551,Q79860
odang_person_4784366,P937,Q641
odang_person_5970904,P26,Q462562
Q10904959,label,Classe speciale della gran croce dell'ordine al merito di Germania
odang_person_1231777,P106,Q2526255
odang_person_8441469,P106,Q10798782
odang_person_6076377,P21,Q6581097
odang_person_1198059,P26,Q12630462
odang_person_4883537,P1412,Q1860
odang_person_7164960,P3373,Q78643
odang_person_7273314,P1412,Q652
odang_person_8465908,P19,Q220
Q468797,label,Marina Berlusconi
odang_person_2400374,P19,Q490
Q1298794,label,direttore del doppiaggio
odang_person_8384962,P6886,Q397
odang_person_1206897,P106,Q214917
odang_person_3584621,P39,Q29549398
odang_person_2391553,P569,1638
odang_person_4812364,P1412,Q652
odang_person_3602961,P106,Q947873
odang_person_4810605,P21,Q6581097
odang_person_7167666,P106,Q2095549
odang_person_436,P27,Q38
odang_person_5057053,P19,Q72732
odang_person_7164960,P937,Q1726
odang_person_7176588,P569,1975
odang_person_2492694,P106,Q947873
odang_person_1305074,P106,Q10798782
odang_person_7164960,label,Adolf Hitler
odang_person_4783641,label,papa Celestino V
odang_person_7172744,label,Lorenzo de' Medici
odang_person_4777856,label,Franz Kafka
odang_person_2455,label,Carl Jacobi
odang_person_3585482,label,Maria Antonietta d'Asburgo-Lorena
odang_person_3594250,label,Alessandra Mastronardi
odang_person_7449105,label,Stefano Candiani
odang_person_4778921,label,Wernher von Braun
odang_person_5305938,label,Giuseppe Conte
odang_person_8379218,label,Tiziano Ferro
odang_person_2780282,label,Benito Paolone
odang_person_4778023,label,Elisabetta II del Regno Unito
odang_person_5979230,label,David Tennant
odang_person_2391436,label,Neil Armstrong
odang_person_4782803,label,Claudia Cardinale
odang_person_8361107,label,Cristiano Ronaldo
odang_person_8368324,label,Enrico Caruso
odang_person_8368459,label,Filippo Brunelleschi
odang_person_7165093,label,Vladimir Putin
odang_person_3614120,label,Biagio Izzo
odang_person_7168729,label,Marc Chagall
odang_person_7167666,label,John Travolta
odang_person_4885616,label,Oreste Leonardi
odang_person_3585484,label,Matteo Renzi
odang_person_5970876,label,John Lennon
odang_person_1207330,label,Al Bano
odang_person_84797,label,Emmanuel Macron
odang_person_7183231,label,Riccardo Cocciante
odang_person_4821773,label,Mario Biondi
odang_person_8366960,label,Luca Carboni
odang_person_4887670,label,Vincenzo Salemme
odang_person_3591787,label,Maria Luisa d'Asburgo-Lorena
odang_person_4857128,label,Angiolo Tricca
odang_person_7200101,label,Matteo Salvini
odang_person_5978238,label,Giacomo Leopardi
odang_person_8360933,label,Ringo Starr
odang_person_8898,label,Anita Ekberg
odang_person_363,label,Steve Jobs
odang_person_6078719,label,Marco Nappi
odang_person_4790404,label,Giuseppe Signori
odang_person_7165708,label,Orlando Bloom
odang_person_3688389,label,Cristiano Malgioglio
odang_person_8395364,label,Rula Jebreal
odang_person_5984384,label,Massimiliano Allegri
odang_person_8468012,label,Marco Senise
odang_person_5984483,label,Gian Galeazzo Visconti
odang_person_1257647,label,"Principe Carlo, Duca di Castro"
odang_person_7176847,label,Daniel Osvaldo
odang_person_8395159,label,Bruno Vespa
odang_person_3627259,label,Nicola Zingaretti
odang_person_5163937,label,Ilenia Pastorelli
odang_person_7164969,label,Leonardo da Vinci
odang_person_1200047,label,Anna Bolena
odang_person_3585316,label,Heinrich Himmler
odang_person_7165369,label,Pier Paolo Pasolini
odang_person_5985001,label,Elena Ferrante
odang_person_3584621,label,Angela Merkel
odang_person_1299,label,Luciano Moggi
odang_person_4778076,label,Silvio Berlusconi
odang_person_9130732,label,Giulio Centemero
odang_person_8361149,label,Paulo Coelho
odang_person_1224009,label,Marco Mengoni
odang_person_5971849,label,Vittorio De Sica
odang_person_1198429,label,Gina Lollobrigida
odang_person_9720,label,Vladimir Luxuria
odang_person_2397487,label,Alicia Keys
odang_person_6004907,label,Halle Berry
odang_person_5971244,label,Claus Schenk von Stauffenberg
odang_person_4812243,label,Marco Leonardi
odang_person_6015937,label,Luca Parmitano
odang_person_4777859,label,Albert Einstein
odang_person_5977813,label,Michael Bublé
odang_person_6001967,label,Fabrizio Moro
odang_person_7171186,label,Michelle Hunziker
odang_person_3584625,label,William Shakespeare
odang_person_4778457,label,Nicole Kidman
odang_person_17840,label,Lucio Battisti
odang_person_1210952,label,Gianni Agnelli
odang_person_103255,label,Bugo
odang_person_2391475,label,George Orwell
odang_person_1231562,label,Manuela Arcuri
odang_person_7165049,label,Eminem
odang_person_13681,label,Raphael Gualazzi
odang_person_4788794,label,Darren Criss
odang_person_1197973,label,Whitney Houston
odang_person_7176041,label,Riz Ortolani
odang_person_8361925,label,John Pierpont Morgan
odang_person_4862184,label,Fabrizio Frizzi
odang_person_5971032,label,David Guetta
odang_person_5057053,label,Antonino Cannavacciuolo
odang_person_1205352,label,Joe Jonas
odang_person_1305562,label,Paola Turci
odang_person_2429007,label,Claudio Bisio
odang_person_1306267,label,Rancore
odang_person_3584673,label,Elton John
odang_person_6079483,label,Nicola Grauso
odang_person_1198059,label,Davide
odang_person_8399611,label,Massimo Ghini
odang_person_5182202,label,Domenico Lucano
odang_person_103,label,David Bowie
odang_person_7164998,label,Buzz Aldrin
odang_person_8371231,label,Milly Carlucci
odang_person_3972227,label,Matteo Martari
odang_person_1197450,label,Céline Dion
odang_person_2398661,label,Laura Pausini
odang_person_1792026,label,Mahmood
odang_person_2494158,label,Claudio Barbaro
odang_person_8387024,label,Luigi Carlo Farini
odang_person_2391553,label,Luigi XIV di Francia
odang_person_4795319,label,Patty Pravo
odang_person_5419475,label,Sofia Raffaeli
odang_person_3606179,label,Gabriele Muccino
odang_person_435,label,Franco Battiato
odang_person_2776,label,Caterina Sforza
odang_person_5971494,label,Diana Ross
odang_person_5978725,label,Steve Vai
odang_person_5986396,label,Lino Banfi
odang_person_2485439,label,Nedo Logli
odang_person_4784366,label,Giorgio Vasari
odang_person_7172123,label,Eros Ramazzotti
odang_person_8469448,label,Pino Insegno
odang_person_2494084,label,Checco Zalone
odang_person_3584791,label,Gioachino Rossini
odang_person_8363532,label,Romy Schneider
odang_person_7270534,label,Francesco Facchinetti
odang_person_6081244,label,Stefano Lentini
odang_person_8361622,label,Andrea Bocelli
odang_person_8361772,label,Ed Sheeran
odang_person_3584641,label,Marco Aurelio
odang_person_2392575,label,Nicolás Maduro
odang_person_3593509,label,Donatella Versace
odang_person_3609021,label,Enrico Letta
odang_person_2391428,label,Niccolò Machiavelli
odang_person_5971462,label,Justin Bieber
odang_person_5059574,label,Samanta Togni
odang_person_2412460,label,Pierfrancesco Favino
odang_person_1220118,label,Antonio Razzi
odang_person_2798358,label,Diletta Leotta
odang_person_3644009,label,Piero Pelù
odang_person_7176358,label,Claude Berri
odang_person_4777965,label,Giuseppe Verdi
odang_person_7273145,label,Luca Marinelli
odang_person_7165799,label,Raúl Castro
odang_person_1201891,label,Fabio Cannavaro
odang_person_2494293,label,Cristiano De André
odang_person_2423987,label,Flavio Insinna
odang_person_6031676,label,Remo Girone
odang_person_7260372,label,Neri Marcorè
odang_person_4790941,label,Bruce Chatwin
odang_person_8361289,label,Roberto Benigni
odang_person_7267483,label,Alessia Ventura
odang_person_8372572,label,Lasse Hallström
odang_person_7243862,label,Piero Angela
odang_person_9334,label,Claudia di Valois
odang_person_1211685,label,Jackie Cooper
odang_person_2425743,label,Franco Califano
odang_person_1197390,label,Madonna
odang_person_24948,label,Gigi Proietti
odang_person_4778785,label,Carlo Scarpa
odang_person_5970904,label,Louis Armstrong
odang_person_2391689,label,Xi Jinping
odang_person_105075,label,Franca Leosini
odang_person_3609490,label,Emilio Lussu
odang_person_8372530,label,San Gennaro
odang_person_3686443,label,Agostino Cardamone
odang_person_2465372,label,Iris van Herpen
odang_person_7165335,label,Benito Mussolini
odang_person_7273149,label,Luca Morisi
odang_person_1300464,label,Davide De Marinis
odang_person_8369215,label,Leonardo Bonucci
odang_person_1267890,label,Enrico Silvestrin
odang_person_4784643,label,Phil Collins
odang_person_1197939,label,Carlo V d'Asburgo
odang_person_8441469,label,Adriano Pappalardo
odang_person_8375906,label,Ahmet Altan
odang_person_5982139,label,Gianluca Grignani
odang_person_2405833,label,Michele Zarrillo
odang_person_5984689,label,Bradley James
odang_person_16132,label,Emma Marrone
odang_person_1305074,label,Michele Riondino
odang_person_4778872,label,Luigi Zampa
odang_person_1617917,label,Paolo Berdini
odang_person_3897498,label,Cristina Bugatty
odang_person_8384962,label,Francesco d'Assisi
odang_person_2484487,label,Meghan Markle
odang_person_8392033,label,Lapo Elkann
odang_person_2416555,label,Joseph Bonanno
odang_person_7175682,label,Eleonora Duse
odang_person_3602961,label,Toto Cutugno
odang_person_4162641,label,Gio Evan
odang_person_2499676,label,Paolo Limiti
odang_person_4122200,label,Domenico Furgiuele
odang_person_7165975,label,Anna Magnani
odang_person_2492694,label,Alfonso Signorini
odang_person_3692147,label,Laura Chimenti
odang_person_3691161,label,Guillermo Mariotto
odang_person_5971755,label,Amerigo Vespucci
odang_person_6079053,label,Massimo Di Cataldo
odang_person_4794382,label,Saverio Costanzo
odang_person_5057156,label,Michele Bravi
odang_person_1304411,label,Mara Maionchi
odang_person_7177936,label,Andrea Camilleri
odang_person_6080695,label,Roby Facchinetti
odang_person_4786799,label,Galla Placidia
odang_person_8379826,label,Vincenzo Pallotti
odang_person_4879793,label,Bob Dille
odang_person_8438006,label,Gregorio Guglielmi
odang_person_6350745,label,Lucas Veríssimo
odang_person_7165071,label,Cristoforo Colombo
odang_person_8378457,label,Pierdavide Carone
odang_person_5990167,label,Alberto Angela
odang_person_8361689,label,Albert King
odang_person_8372029,label,Giuliano de' Medici
odang_person_8366173,label,Guido Reni
odang_person_8405606,label,Fabri Fibra
odang_person_1207859,label,Loretta Goggi
odang_person_2412682,label,Claudio Baglioni
odang_person_8361017,label,Giacomo Puccini
odang_person_8465106,label,Francesco Pezzulli
odang_person_4785694,label,Gabriele D'Annunzio
odang_person_3616747,label,Enrico Caviglia
odang_person_276429,label,Luigi Di Maio
odang_person_7300,label,Girolamo Savonarola
odang_person_1306862,label,Sergio Mattarella
odang_person_8370822,label,Rita Pavone
odang_person_21915,label,Anselmo Bucci
odang_person_8747450,label,Elettra Lamborghini
