s,o,entity
odang_person_3688389,P106,Q753110
odang_person_5971462,P22,Q27801058
odang_person_5978725,P106,Q36834
odang_person_5970915,P166,Q1131356
odang_person_8381872,P39,Q27169
odang_person_1208972,P463,Q463303
odang_person_8405076,P569,1991
odang_person_7268194,P21,Q6581097
odang_person_107438,P103,Q652
odang_person_3693486,P108,Q212
odang_person_7213015,P19,Q2044
odang_person_4784968,P1412,Q652
Q15982322,label,Bernard Obama
Q22276670,label,Donna Zuckerberg
odang_person_4786074,P27,Q215
Q360498,label,Vinny Appice
odang_person_8368332,P551,Q1748
odang_person_8361077,P27,Q145
odang_person_3585442,P19,Q990103
Q7352349,label,Robin Darwin
odang_person_1197352,P40,Q1236827
odang_person_7371,P106,Q639669
odang_person_872,P106,Q250867
Q1295,label,Dortmund
odang_person_4783917,P569,1909
odang_person_4887280,P106,Q177220
odang_person_6364682,P21,Q6581072
odang_person_2391823,P3373,Q971600
odang_person_7165093,P39,Q27494237
odang_person_8360954,P106,Q10800557
Q2790,label,Udine
Q43,label,Turchia
odang_person_8381822,P27,Q155
odang_person_7165053,P166,Q22058319
odang_person_2492652,P21,Q6581097
Q161491,label,Reading
odang_person_4851979,P102,Q590750
Q15994177,label,teorico politico
odang_person_5971032,P40,Q17377625
odang_person_8372525,P106,Q3282637
odang_person_74,P569,1830
odang_person_7165099,P1038,Q13230617
odang_person_4777868,P1038,Q241143
odang_person_3593594,P3373,Q325906
odang_person_1197352,P27,Q172579
odang_person_60863,P21,Q6581097
odang_person_1198059,P40,Q3437128
odang_person_8372525,P166,Q1059569
Q15982189,label,Mark Okoth Obama Ndesandjo
odang_person_7165053,P19,Q52535
odang_person_4789247,P22,Q2199529
odang_person_2391784,P3373,Q42682869
odang_person_4777868,P119,Q770847
odang_person_94527,P3373,Q313316
odang_person_5970875,P1038,Q3186048
Q2374149,label,botanico
Q165980,label,Università di Vienna
odang_person_1197595,P166,Q48800546
Q164294,label,Sant'Anna
odang_person_3584725,P6886,Q1860
odang_person_2392113,P40,Q6990034
odang_person_3584725,P21,Q6581097
odang_person_2398661,P103,Q652
Q12871,label,Simone il Cananeo
Q3866610,label,Movimento Studenti di Azione Cattolica
Q1091031,label,MTV Video Music Award al miglior video femminile
odang_person_8361328,P106,Q28389
odang_person_7176871,P21,Q6581097
odang_person_5057156,P1412,Q652
odang_person_3584618,P802,Q43669
odang_person_2411812,P103,Q652
odang_person_8361328,P569,1979
odang_person_8360972,P40,Q23011257
odang_person_8361270,P106,Q158852
Q19833279,label,James Smithson Medal
odang_person_476,P106,Q855091
odang_person_872,P569,300
odang_person_7165129,P106,Q10841764
Q13678,label,Agrigento
Q7976,label,inglese americano
odang_person_1208972,P108,Q3884
odang_person_1197352,P40,Q3680403
odang_person_8640097,P21,Q6581097
odang_person_8381872,P19,Q1891
odang_person_7165099,P3373,Q295530
odang_person_6074788,P1412,Q652
odang_person_7200508,P102,Q3896850
Q925586,label,Lynda Lopez
odang_person_8469100,P106,Q947873
odang_person_1204427,P106,Q10800557
Q12059906,label,mandriano
Q9129,label,greco
odang_person_5970875,P103,Q3312722
odang_person_4785280,P108,Q2641
odang_person_3591588,P21,Q6581097
Q1458,label,Calabria
odang_person_3634633,P21,Q6581097
odang_person_5986396,P108,Q740308
odang_person_2498998,P569,1959
Q861549,label,Roberto Insigne
Q4255860,label,Alessandro Mussolini
Q9155,label,Lagny-sur-Marne
odang_person_4840528,P1412,Q652
odang_person_7269978,P106,Q245068
odang_person_5971462,P26,Q20983703
Q2079,label,Lipsia
Q2300129,label,Ruqayya
odang_person_6074931,P106,Q10833314
odang_person_3584725,P106,Q12144794
odang_person_3584623,P106,Q1930187
Q20900227,label,Priscilla Chan
odang_person_2427646,P19,Q6122
odang_person_4789166,P53,Q2280643
odang_person_5970915,P40,Q318134
odang_person_7165093,P166,Q207826
Q27999166,label,ministro per i rapporti con il Parlamento della Repubblica Italiana
odang_person_3584623,P166,Q3853506
odang_person_4778076,P463,Q939743
odang_person_4777951,P3373,Q100741820
Q4009406,label,velocista
Q7823293,label,Tony Rock
odang_person_3585442,P106,Q10798782
odang_person_2402975,P21,Q6581097
odang_person_5978599,P166,Q1899850
odang_person_8361107,P166,Q260117
Q1150939,label,MTV Asia Awards
Q1979607,label,finanziere
odang_person_31288,P108,Q1758474
odang_person_3892253,P569,1970
odang_person_8368332,P551,Q60
Q815348,label,Democrazia Cristiana
odang_person_8361077,P551,Q2256
odang_person_2391784,P551,Q1262898
Q746756,label,medaglia Royal
odang_person_8361270,P1412,Q652
Q101675036,label,Saxon Musk
odang_person_5987635,P569,1991
Q326243,label,Stanislaus Joyce
odang_person_5305938,P102,Q327591
odang_person_4777951,P166,Q23058979
odang_person_2391784,P166,Q105308519
odang_person_1204910,P21,Q6581097
odang_person_8372668,P21,Q6581097
Q935843,label,Grammy Award alla carriera
Q770847,label,Mausoleo di Augusto
odang_person_2494084,P106,Q28389
odang_person_6364682,P19,Q41262
odang_person_8375004,P19,Q478258
odang_person_2391427,P6886,Q1860
odang_person_8373851,P20,Q2634
odang_person_2391427,P21,Q6581097
odang_person_3598389,P569,1946
odang_person_2398759,P20,Q44244
odang_person_1300985,P21,Q6581072
odang_person_5971462,P166,Q86660430
odang_person_1791286,P1412,Q652
Q18125,label,Manchester
odang_person_2411571,P102,Q815348
odang_person_2411571,P39,Q4011164
Q2054765,label,ordine della Repubblica
odang_person_8375004,P39,Q27169
odang_person_6002630,P21,Q6581097
odang_person_1197595,P166,Q18346192
odang_person_5973522,P21,Q6581072
odang_person_1208567,P106,Q10800557
odang_person_3693486,P25,Q56229165
odang_person_8361328,P166,Q20799983
odang_person_2391427,P166,Q3430721
Q2643890,label,vocalist
odang_person_2391784,P551,Q868772
odang_person_6669,P106,Q36834
odang_person_8370013,P106,Q10798782
odang_person_2497787,P1412,Q188
Q3483312,label,Sidley Austin
odang_person_8782814,P27,Q38
odang_person_6364682,P106,Q10800557
odang_person_4778513,P106,Q3501317
odang_person_2391784,P166,Q112451
odang_person_1583438,P106,Q27349
Q488111,label,attore pornografico
odang_person_5151006,P106,Q937857
odang_person_4778076,P166,Q93923
odang_person_5978672,P40,Q885404
odang_person_5994213,P569,1956
Q207601,label,American Music Award
Q17502714,label,skater
odang_person_1197352,P937,Q90
Q3089940,label,discografico
odang_person_7553839,P19,Q3711
Q47064,label,militare
Q29889211,label,Laurent Macron
odang_person_5986396,P166,Q543469
odang_person_8360972,P166,Q937629
odang_person_6364682,P569,2003
odang_person_1205770,P106,Q937857
odang_person_7164960,P551,Q18125641
odang_person_1225777,P569,1956
Q55365344,label,The Carters
odang_person_7165335,P102,Q601211
odang_person_7165814,P569,1941
odang_person_3584623,P551,Q47224
Q33999,label,attore
odang_person_5973522,P166,Q2089918
odang_person_7176041,P166,Q13635451
odang_person_8360890,P106,Q28532974
Q55053641,label,ministro per lo sport della Repubblica Italiana
odang_person_5970875,P40,Q6584933
odang_person_7961,P27,Q145
odang_person_4788830,P166,Q280481
odang_person_3585484,P19,Q2044
odang_person_3585192,P27,Q30
odang_person_5971756,P106,Q29887242
Q22132490,label,Johann Baptist Pölzl
Q36180,label,scrittore
Q1542148,label,Grammy Award alla miglior interpretazione vocale rock femminile
odang_person_5151006,P21,Q6581097
odang_person_8640097,P1412,Q652
odang_person_1222704,P27,Q38
odang_person_8372668,P106,Q81096
Q25160174,label,presidente del Consiglio dei ministri del Regno d'Italia
Q28922825,label,Giorgio Letta
odang_person_1306862,P106,Q40348
odang_person_4887280,P1412,Q652
Q20853482,label,Gran Croce dell'ordine al merito della Repubblica di Polonia
Q484876,label,amministratore delegato
odang_person_1206227,P27,Q30
odang_person_7223,P166,Q61476385
odang_person_3602183,P27,Q414
odang_person_1198093,P27,Q38
Q26844985,label,ministro della guerra del Regno d'Italia
Q770901,label,Richard T. Ely
odang_person_2392348,P106,Q36180
odang_person_6065545,P108,Q3577724
odang_person_7165335,P19,Q30029160
odang_person_7165093,P166,Q56309514
odang_person_3595505,P19,Q220
odang_person_84797,P463,Q3075672
odang_person_8465633,P106,Q82955
odang_person_9720,P6886,Q652
odang_person_8361270,P119,Q15181960
odang_person_7164960,P166,Q976544
odang_person_7184263,P569,1966
odang_person_3657116,P937,Q6602
odang_person_7165093,P166,Q4375549
odang_person_5978177,P103,Q1860
odang_person_1197595,P166,Q5566560
Q7318,label,Germania nazista
odang_person_7165129,P166,Q12201526
odang_person_2494081,P106,Q49757
odang_person_8360890,P551,Q18094
odang_person_4797704,P569,1976
odang_person_5981016,P1412,Q1860
odang_person_8361077,P166,Q2267946
odang_person_2392113,P20,Q586762
odang_person_1197973,P106,Q10800557
odang_person_3621346,P19,Q2044
odang_person_5982258,P119,Q1465674
odang_person_8444261,P27,Q38
odang_person_3602387,P20,Q220
odang_person_4797793,P21,Q6581097
odang_person_7176268,P166,Q10905105
odang_person_5986396,P106,Q28389
Q51626,label,messia
odang_person_4840528,P53,Q895187
odang_person_7474417,P103,Q652
odang_person_8377433,P106,Q82955
odang_person_3584725,P106,Q482980
odang_person_1223288,P39,Q611644
odang_person_3602387,P106,Q177220
odang_person_2391784,P166,Q5300150
Q18074503,label,artista installativo
odang_person_4784968,P22,Q3848329
odang_person_4784968,P21,Q6581097
odang_person_2494081,P20,Q220
Q93716,label,Ordine dello Speron d'oro
odang_person_2391823,P166,Q510175
odang_person_3584618,P463,Q37090
Q622602,label,re di Macedonia
odang_person_7371,P1412,Q652
odang_person_7200508,P39,Q796562
odang_person_436,P106,Q1930187
odang_person_7961,P463,Q117467
odang_person_8368332,P106,Q2526255
odang_person_1198301,P166,Q577755
odang_person_84797,P39,Q17618189
odang_person_6045482,P27,Q183
Q714884,label,Rachele Guidi
odang_person_3584618,P1412,Q107358
odang_person_3587036,P166,Q1788876
odang_person_3584725,P40,Q3838462
odang_person_8381872,P937,Q6602
odang_person_7165093,P166,Q4335968
odang_person_9720,P569,1965
odang_person_1300109,P1412,Q652
odang_person_8361270,P19,Q2044
odang_person_8360954,P569,1992
odang_person_20293,P19,Q513737
odang_person_8372668,P1038,Q6708744
odang_person_1204427,P26,Q1139901
odang_person_1548164,P106,Q937857
odang_person_5977378,P106,Q2526255
odang_person_7371,P106,Q177220
Q46797,label,Mirano
Q27169,label,eurodeputato
Q78469,label,Romy Schneider
odang_person_7176268,P184,Q205850
odang_person_7165053,P106,Q49757
odang_person_1306862,P27,Q38
Q26243819,label,ministro dell'interno del Regno d'Italia
Q513737,label,Hyūga
odang_person_7165093,P166,Q959154
Q457170,label,Francesca Comencini
Q1967852,label,National Women's Hall of Fame
odang_person_1197595,P106,Q13235160
Q55075086,label,Ministri per la gioventù della Repubblica Italiana
odang_person_6838,P106,Q96034777
Q853982,label,vescovo coadiutore
odang_person_6838,P166,Q5020532
Q3036419,label,Lynne Spears
odang_person_2391430,P6886,Q652
odang_person_4786074,P106,Q937857
odang_person_7164960,P551,Q14524204
odang_person_7183519,P569,1934
odang_person_8465633,P1412,Q652
Q28008159,label,fashion blogger
odang_person_2392380,P21,Q6581097
Q313917,label,Fromental Halévy
odang_person_186,P802,Q76330
odang_person_4784705,P166,Q102314683
Q470041,label,Marija Aleksandrovna Blank
Q618057,label,Sacra Famiglia
odang_person_3593633,P106,Q177220
odang_person_8372668,P3373,Q7827568
odang_person_7164960,P172,Q42884
odang_person_5973522,P166,Q3724813
odang_person_5979803,P1412,Q1860
odang_person_5971032,P106,Q639669
Q755958,label,Claymont
Q1411891,label,Webby Award
odang_person_4030217,P21,Q6581097
odang_person_7270675,P19,Q617
Q350891,label,Adam Sedgwick
Q3725484,label,Ennio Girolami
odang_person_2398759,P106,Q10349745
Q466089,label,American Philosophical Society
Q49111,label,Cambridge
odang_person_1197595,P3373,Q55497
odang_person_6074788,P569,1938
odang_person_7174394,P3373,Q3144873
Q180123,label,Fatima bint Muhammad
odang_person_4778513,P106,Q488205
odang_person_1208972,P166,Q207826
Q737051,label,National Medal of Science
odang_person_2492652,P19,Q1308
Q662729,label,figura pubblica
Q345,label,Maria
odang_person_5973522,P27,Q30
odang_person_1259314,P21,Q6581097
odang_person_7200043,P106,Q33999
odang_person_2318873,P21,Q6581097
Q34006,label,Hollywood
odang_person_1306862,P463,Q3866610
odang_person_4797793,P1412,Q652
odang_person_1197564,P103,Q1412
odang_person_186,P26,Q42104
odang_person_3693486,P172,Q7325
odang_person_186,P1038,Q380479
odang_person_391,P106,Q2405480
odang_person_8369641,P25,Q16745412
odang_person_1208567,P166,Q96237604
odang_person_3585484,P3373,Q58649504
odang_person_3621346,P27,Q154849
Q1729083,label,Kardinal-Innitzer-Preis
odang_person_7164960,P172,Q237534
odang_person_8372668,P108,Q193701
odang_person_5979803,P106,Q33999
Q1397808,label,combattente della resistenza
odang_person_2392113,P106,Q10800557
odang_person_2392348,P569,1906
odang_person_105287,P21,Q6581097
Q1053668,label,Partito Giustizialista
Q81018,label,Giuda Iscariota
odang_person_5163192,P27,Q403
odang_person_8360948,P3373,Q7823293
odang_person_3587036,P108,Q43250
odang_person_8369550,P20,Q112813
odang_person_8360972,P166,Q38257102
Q19546,label,papa
Q919396,label,ordine del Servizio Distinto
odang_person_1306862,P102,Q1141788
odang_person_1300109,P106,Q33999
odang_person_7961,P166,Q2240036
odang_person_7172357,P21,Q6581097
odang_person_2498182,P27,Q38
odang_person_3585486,P39,Q4011164
Q9398,label,Grugliasco
odang_person_8370822,P103,Q652
odang_person_5978672,P39,Q20056508
odang_person_5970915,P3373,Q725250
odang_person_2402975,P102,Q2704736
odang_person_5971462,P106,Q486748
odang_person_5971756,P27,Q38
odang_person_2392348,P106,Q10800557
odang_person_7961,P166,Q38104
odang_person_5971462,P27,Q16
Q18805,label,naturalista
odang_person_5970875,P106,Q16868721
Q263621,label,Al Bano
odang_person_7165053,P166,Q20966612
odang_person_1390026,P27,Q1033
odang_person_1208972,P463,Q1938003
Q695411,label,Palm Beach
odang_person_3585442,P551,Q47164
odang_person_8447548,P39,Q18558478
odang_person_8640097,P106,Q937857
odang_person_4789166,P569,1930
odang_person_8361107,P1038,Q56166683
odang_person_3585484,P39,Q24198461
odang_person_7184805,P106,Q3282637
odang_person_8468687,P106,Q1930187
odang_person_5982572,P22,Q96337967
odang_person_7176268,P39,Q796897
odang_person_1223288,P39,Q48629921
odang_person_1526579,P106,Q937857
odang_person_94527,P27,Q31
Q1641504,label,Università degli Studi di Palermo
Q107258,label,Oscar alla migliore sceneggiatura non originale
Q44015,label,Giovanni
odang_person_3602387,P1412,Q652
Q13320,label,Savona
Q27349,label,dentista
odang_person_4794261,P39,Q948657
odang_person_7165335,P551,Q1123879
odang_person_7164960,P1038,Q22101705
Q6001165,label,Ilse Braun
odang_person_5305938,P1412,Q652
odang_person_3591332,P106,Q937857
odang_person_3593594,P26,Q1407
Q103618,label,Oscar alla miglior attrice
odang_person_3596286,P1412,Q652
odang_person_7579297,P27,Q38
odang_person_2391784,P39,Q1162163
odang_person_2391427,P551,Q84
Q150,label,francese
odang_person_2409910,P106,Q2986228
Q52981,label,Faenza
odang_person_8372668,P3373,Q6409751
Q267724,label,Lucia Bosè
odang_person_1198093,P19,Q221377
odang_person_94527,P19,Q12892
odang_person_6838,P106,Q3665646
odang_person_5072064,P27,Q29
odang_person_8395045,P40,Q3960707
odang_person_8369550,P21,Q6581097
odang_person_4785694,P106,Q2095549
Q1915788,label,medaglia per il decimo anniversario di Astana capitale
odang_person_8361077,P551,Q2362440
odang_person_2392113,P166,Q1131356
Q40862,label,Saronno
odang_person_1526579,P21,Q6581097
odang_person_3609021,P108,Q859363
odang_person_6067666,P1412,Q652
odang_person_3593594,P3373,Q236459
odang_person_5970875,P19,Q2412935
odang_person_2411571,P19,Q13678
odang_person_1204427,P569,1976
odang_person_8360948,P106,Q3282637
odang_person_8361270,P802,Q313917
Q3613808,label,Ambrogino d'oro
odang_person_1220496,P569,1960
odang_person_5971139,P19,Q216372
Q15292821,label,Teresa Garibaldi
odang_person_5305938,P102,Q47817
odang_person_5971032,P1038,Q2898005
Q518675,label,Screen Actors Guild Award per il miglior cast cinematografico
Q15180,label,Unione Sovietica
Q56229162,label,Oleksandr Semenovyč Zelens'kyj
Q29642811,label,Larry Hanks
odang_person_186,P1038,Q39619
odang_person_4784968,P19,Q13629
odang_person_1259314,P108,Q209344
Q471422,label,Lorette
odang_person_2418434,P27,Q183
odang_person_5305938,P1412,Q1860
odang_person_1305562,P27,Q38
odang_person_3584619,P40,Q620744
odang_person_3795028,P102,Q541679
odang_person_5978708,P19,Q2887
odang_person_7184263,P19,Q220
odang_person_8361107,P569,1985
Q18942442,label,Antonino Mattarella
odang_person_2492652,P103,Q652
Q96279182,label,Medaglia della Repubblica Orientale dell'Uruguay
odang_person_4795319,P1412,Q652
Q2986228,label,telecronista sportivo
odang_person_105287,P1412,Q652
odang_person_3596286,P19,Q13329
odang_person_3990481,P27,Q38
odang_person_5970915,P25,Q96244398
odang_person_6669,P27,Q30
odang_person_186,P26,Q263779
Q1079856,label,igienista dentale
odang_person_3688389,P1412,Q652
Q488205,label,cantautore
Q2898005,label,Bernard Guetta
odang_person_5971139,P106,Q18814623
odang_person_1204427,P21,Q6581072
odang_person_5970875,P166,Q42609895
odang_person_1548164,P21,Q6581097
odang_person_6002630,P106,Q2516866
odang_person_1306862,P3373,Q2063147
odang_person_8469100,P569,1958
odang_person_3909771,P27,Q30
Q14524204,label,Nuova Cancelleria del Reich
odang_person_2391823,P19,Q256765
odang_person_4791719,P106,Q7042855
odang_person_1287891,P19,Q34427
odang_person_7165099,P53,Q538849
Q16988036,label,Minttu Virtanen
odang_person_7164960,P166,Q640988
odang_person_8360890,P3373,Q15982322
odang_person_107438,P27,Q38
Q209344,label,"Università degli Studi di Roma ""La Sapienza"""
odang_person_3611552,P106,Q177220
odang_person_7172357,P26,Q1360531
odang_person_1298511,P21,Q6581097
Q30029160,label,Predappio
Q3290931,label,Maria De Filippi
Q154549,label,carpentiere
odang_person_60863,P551,Q111800
Q59193318,label,consigliere nazionale della Camera dei fasci e delle corporazioni
Q233444,label,Scribonia
odang_person_2497787,P27,Q39
Q790205,label,Avanti!
odang_person_1791286,P106,Q937857
Q7759814,label,The Record of the Year
